"COUNTRY","Country","SERIES","Series","PERIOD","Pay period","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"KOR","Korea","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2014","2014","USD","US Dollar","0","Units",,,5.77,,
"KOR","Korea","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2015","2015","USD","US Dollar","0","Units",,,6.14,,
"KOR","Korea","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2016","2016","USD","US Dollar","0","Units",,,6.57,,
"KOR","Korea","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2017","2017","USD","US Dollar","0","Units",,,6.91,,
"KOR","Korea","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2018","2018","USD","US Dollar","0","Units",,,7.93,,
"MEX","Mexico","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2001","2001","USD","US Dollar","0","Units",,,1886.68,,
"MEX","Mexico","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2002","2002","USD","US Dollar","0","Units",,,1900.06,,
"MEX","Mexico","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2003","2003","USD","US Dollar","0","Units",,,1899.29,,
"MEX","Mexico","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2004","2004","USD","US Dollar","0","Units",,,1891.42,,
"MEX","Mexico","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2005","2005","USD","US Dollar","0","Units",,,1900.55,,
"MEX","Mexico","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2006","2006","USD","US Dollar","0","Units",,,1907.32,,
"MEX","Mexico","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2007","2007","USD","US Dollar","0","Units",,,1905.9,,
"MEX","Mexico","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2008","2008","USD","US Dollar","0","Units",,,1885.68,,
"MEX","Mexico","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2009","2009","USD","US Dollar","0","Units",,,1873.59,,
"MEX","Mexico","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","Units",,,1886.07,,
"MEX","Mexico","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","Units",,,1898.82,,
"MEX","Mexico","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","Units",,,1901.79,,
"MEX","Mexico","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","Units",,,1910.08,,
"MEX","Mexico","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","Units",,,1907.85,,
"MEX","Mexico","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2015","2015","USD","US Dollar","0","Units",,,1946.6,,
"MEX","Mexico","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2016","2016","USD","US Dollar","0","Units",,,2011.83,,
"MEX","Mexico","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2017","2017","USD","US Dollar","0","Units",,,2079.03,,
"MEX","Mexico","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2018","2018","USD","US Dollar","0","Units",,,2187.95,,
"SVN","Slovenia","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2001","2001","USD","US Dollar","0","Units",,,4.81,,
"SVN","Slovenia","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2002","2002","USD","US Dollar","0","Units",,,4.99,,
"SVN","Slovenia","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2003","2003","USD","US Dollar","0","Units",,,5.16,,
"SVN","Slovenia","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2004","2004","USD","US Dollar","0","Units",,,5.33,,
"SVN","Slovenia","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2005","2005","USD","US Dollar","0","Units",,,5.46,,
"SVN","Slovenia","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2006","2006","USD","US Dollar","0","Units",,,5.5,,
"SVN","Slovenia","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2007","2007","USD","US Dollar","0","Units",,,5.44,,
"SVN","Slovenia","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2008","2008","USD","US Dollar","0","Units",,,5.57,,
"SVN","Slovenia","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2009","2009","USD","US Dollar","0","Units",,,5.73,,
"SVN","Slovenia","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2010","2010","USD","US Dollar","0","Units",,,6.75,,
"SVN","Slovenia","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2011","2011","USD","US Dollar","0","Units",,,6.95,,
"SVN","Slovenia","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2012","2012","USD","US Dollar","0","Units",,,6.93,,
"SVN","Slovenia","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2013","2013","USD","US Dollar","0","Units",,,7,,
"SVN","Slovenia","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2014","2014","USD","US Dollar","0","Units",,,7.03,,
"SVN","Slovenia","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2015","2015","USD","US Dollar","0","Units",,,7.08,,
"SVN","Slovenia","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2016","2016","USD","US Dollar","0","Units",,,7.09,,
"SVN","Slovenia","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2017","2017","USD","US Dollar","0","Units",,,7.11,,
"SVN","Slovenia","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2018","2018","USD","US Dollar","0","Units",,,7.32,,
"EST","Estonia","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2001","2001","USD","US Dollar","0","Units",,,2461.63,,
"EST","Estonia","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2002","2002","USD","US Dollar","0","Units",,,2748.14,,
"EST","Estonia","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2003","2003","USD","US Dollar","0","Units",,,3166.29,,
"EST","Estonia","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2004","2004","USD","US Dollar","0","Units",,,3527.8,,
"EST","Estonia","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2005","2005","USD","US Dollar","0","Units",,,3676.51,,
"EST","Estonia","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2006","2006","USD","US Dollar","0","Units",,,3925.92,,
"EST","Estonia","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2007","2007","USD","US Dollar","0","Units",,,4419.45,,
"EST","Estonia","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2008","2008","USD","US Dollar","0","Units",,,4838.87,,
"EST","Estonia","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2009","2009","USD","US Dollar","0","Units",,,4842.67,,
"EST","Estonia","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2010","2010","USD","US Dollar","0","Units",,,4702.9,,
"EST","Estonia","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2011","2011","USD","US Dollar","0","Units",,,4479.72,,
"EST","Estonia","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2012","2012","USD","US Dollar","0","Units",,,4495.91,,
"EST","Estonia","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2013","2013","USD","US Dollar","0","Units",,,4826.8,,
"EST","Estonia","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2014","2014","USD","US Dollar","0","Units",,,5360.42,,
"EST","Estonia","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2015","2015","USD","US Dollar","0","Units",,,5918.05,,
"EST","Estonia","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2016","2016","USD","US Dollar","0","Units",,,6515.34,,
"EST","Estonia","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2017","2017","USD","US Dollar","0","Units",,,6886.1,,
"EST","Estonia","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2018","2018","USD","US Dollar","0","Units",,,7082.27,,
"NLD","Netherlands","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2001","2001","USD","US Dollar","0","Units",,,23630.04,,
"NLD","Netherlands","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2002","2002","USD","US Dollar","0","Units",,,23889.51,,
"NLD","Netherlands","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2003","2003","USD","US Dollar","0","Units",,,24128.68,,
"NLD","Netherlands","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2004","2004","USD","US Dollar","0","Units",,,23975.31,,
"NLD","Netherlands","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2005","2005","USD","US Dollar","0","Units",,,23577.3,,
"NLD","Netherlands","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2006","2006","USD","US Dollar","0","Units",,,23573.66,,
"NLD","Netherlands","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2007","2007","USD","US Dollar","0","Units",,,23750.88,,
"NLD","Netherlands","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2008","2008","USD","US Dollar","0","Units",,,23827.65,,
"NLD","Netherlands","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2009","2009","USD","US Dollar","0","Units",,,24318.36,,
"NLD","Netherlands","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2010","2010","USD","US Dollar","0","Units",,,24390.71,,
"NLD","Netherlands","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2011","2011","USD","US Dollar","0","Units",,,24002.1,,
"NLD","Netherlands","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2012","2012","USD","US Dollar","0","Units",,,23913.77,,
"NLD","Netherlands","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2013","2013","USD","US Dollar","0","Units",,,23619.15,,
"NLD","Netherlands","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2014","2014","USD","US Dollar","0","Units",,,23724.93,,
"NLD","Netherlands","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2015","2015","USD","US Dollar","0","Units",,,23764.07,,
"NLD","Netherlands","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2016","2016","USD","US Dollar","0","Units",,,24147.89,,
"NLD","Netherlands","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2017","2017","USD","US Dollar","0","Units",,,24247.42,,
"NLD","Netherlands","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2018","2018","USD","US Dollar","0","Units",,,24263.86,,
"POL","Poland","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2001","2001","USD","US Dollar","0","Units",,,6659.78,,
"POL","Poland","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2002","2002","USD","US Dollar","0","Units",,,6535.27,,
"POL","Poland","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2003","2003","USD","US Dollar","0","Units",,,6832.58,,
"POL","Poland","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2004","2004","USD","US Dollar","0","Units",,,6807.29,,
"POL","Poland","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2005","2005","USD","US Dollar","0","Units",,,6863.93,,
"POL","Poland","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2006","2006","USD","US Dollar","0","Units",,,7175.98,,
"POL","Poland","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2007","2007","USD","US Dollar","0","Units",,,7292.02,,
"POL","Poland","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2008","2008","USD","US Dollar","0","Units",,,8421.49,,
"POL","Poland","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2009","2009","USD","US Dollar","0","Units",,,9194.39,,
"POL","Poland","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","Units",,,9251.08,,
"POL","Poland","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","Units",,,9339.81,,
"POL","Poland","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","Units",,,9760.51,,
"POL","Poland","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","Units",,,10308.95,,
"POL","Poland","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","Units",,,10818.57,,
"POL","Poland","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2015","2015","USD","US Dollar","0","Units",,,11368.73,,
"POL","Poland","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2016","2016","USD","US Dollar","0","Units",,,12098.8,,
"POL","Poland","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2017","2017","USD","US Dollar","0","Units",,,12813.77,,
"POL","Poland","PPP","In 2018 constant prices at 2018 USD PPPs","A","Annual","2018","2018","USD","US Dollar","0","Units",,,13214.88,,
"KOR","Korea","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2001","2001","USD","US Dollar","0","Units",,,7220.21,,
"KOR","Korea","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2002","2002","USD","US Dollar","0","Units",,,7803.45,,
"KOR","Korea","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2003","2003","USD","US Dollar","0","Units",,,8219.56,,
"KOR","Korea","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2004","2004","USD","US Dollar","0","Units",,,8833.77,,
"KOR","Korea","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2005","2005","USD","US Dollar","0","Units",,,9603.27,,
"KOR","Korea","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2006","2006","USD","US Dollar","0","Units",,,9948.98,,
"KOR","Korea","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2007","2007","USD","US Dollar","0","Units",,,10892.43,,
"KOR","Korea","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2008","2008","USD","US Dollar","0","Units",,,11273.25,,
"KOR","Korea","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2009","2009","USD","US Dollar","0","Units",,,11640.12,,
"KOR","Korea","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2010","2010","USD","US Dollar","0","Units",,,11618.73,,
"KOR","Korea","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2011","2011","USD","US Dollar","0","Units",,,11739.76,,
"KOR","Korea","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2012","2012","USD","US Dollar","0","Units",,,11263.73,,
"KOR","Korea","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2013","2013","USD","US Dollar","0","Units",,,11798.8,,
"KOR","Korea","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2014","2014","USD","US Dollar","0","Units",,,12489.3,,
"KOR","Korea","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2015","2015","USD","US Dollar","0","Units",,,13282.46,,
"KOR","Korea","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2016","2016","USD","US Dollar","0","Units",,,14215.49,,
"KOR","Korea","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2017","2017","USD","US Dollar","0","Units",,,14961.85,,
"KOR","Korea","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2018","2018","USD","US Dollar","0","Units",,,17159.7,,
"CHL","Chile","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2001","2001","USD","US Dollar","0","Units",,,1.92,,
"CHL","Chile","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2002","2002","USD","US Dollar","0","Units",,,1.98,,
"CHL","Chile","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2003","2003","USD","US Dollar","0","Units",,,2,,
"CHL","Chile","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2004","2004","USD","US Dollar","0","Units",,,2.06,,
"CHL","Chile","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2005","2005","USD","US Dollar","0","Units",,,2.1,,
"CHL","Chile","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2006","2006","USD","US Dollar","0","Units",,,2.15,,
"CHL","Chile","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2007","2007","USD","US Dollar","0","Units",,,2.19,,
"CHL","Chile","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2008","2008","USD","US Dollar","0","Units",,,2.19,,
"CHL","Chile","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2009","2009","USD","US Dollar","0","Units",,,2.33,,
"CHL","Chile","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2010","2010","USD","US Dollar","0","Units",,,2.39,,
"CHL","Chile","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2011","2011","USD","US Dollar","0","Units",,,2.43,,
"CHL","Chile","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2012","2012","USD","US Dollar","0","Units",,,2.5,,
"CHL","Chile","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2013","2013","USD","US Dollar","0","Units",,,2.64,,
"CHL","Chile","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2014","2014","USD","US Dollar","0","Units",,,2.71,,
"CHL","Chile","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2015","2015","USD","US Dollar","0","Units",,,2.78,,
"CHL","Chile","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2016","2016","USD","US Dollar","0","Units",,,2.94,,
"CHL","Chile","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2017","2017","USD","US Dollar","0","Units",,,3.06,,
"CHL","Chile","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2018","2018","USD","US Dollar","0","Units",,,3.12,,
"PRT","Portugal","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2001","2001","USD","US Dollar","0","Units",,,3.56,,
"PRT","Portugal","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2002","2002","USD","US Dollar","0","Units",,,3.58,,
"PRT","Portugal","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2003","2003","USD","US Dollar","0","Units",,,3.55,,
"PRT","Portugal","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2004","2004","USD","US Dollar","0","Units",,,3.55,,
"PRT","Portugal","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2005","2005","USD","US Dollar","0","Units",,,3.57,,
"PRT","Portugal","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2006","2006","USD","US Dollar","0","Units",,,3.56,,
"PRT","Portugal","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2007","2007","USD","US Dollar","0","Units",,,3.63,,
"PRT","Portugal","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2008","2008","USD","US Dollar","0","Units",,,3.74,,
"PRT","Portugal","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2009","2009","USD","US Dollar","0","Units",,,3.99,,
"PRT","Portugal","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2010","2010","USD","US Dollar","0","Units",,,4.15,,
"PRT","Portugal","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2011","2011","USD","US Dollar","0","Units",,,4.09,,
"PRT","Portugal","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2012","2012","USD","US Dollar","0","Units",,,3.98,,
"PRT","Portugal","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2013","2013","USD","US Dollar","0","Units",,,3.97,,
"PRT","Portugal","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2014","2014","USD","US Dollar","0","Units",,,3.98,,
"PRT","Portugal","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2015","2015","USD","US Dollar","0","Units",,,4.12,,
"PRT","Portugal","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2016","2016","USD","US Dollar","0","Units",,,4.3,,
"PRT","Portugal","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2017","2017","USD","US Dollar","0","Units",,,4.46,,
"PRT","Portugal","EXR","In 2018 constant prices at 2018 USD exchange rates","H","Hourly","2018","2018","USD","US Dollar","0","Units",,,4.6,,
"CZE","Czech Republic","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2001","2001","USD","US Dollar","0","Units",,,2.95,,
"CZE","Czech Republic","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2002","2002","USD","US Dollar","0","Units",,,3.27,,
"CZE","Czech Republic","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2003","2003","USD","US Dollar","0","Units",,,3.55,,
"CZE","Czech Republic","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2004","2004","USD","US Dollar","0","Units",,,3.71,,
"CZE","Czech Republic","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2005","2005","USD","US Dollar","0","Units",,,3.91,,
"CZE","Czech Republic","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2006","2006","USD","US Dollar","0","Units",,,4.16,,
"CZE","Czech Republic","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2007","2007","USD","US Dollar","0","Units",,,4.2,,
"CZE","Czech Republic","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2008","2008","USD","US Dollar","0","Units",,,3.94,,
"CZE","Czech Republic","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2009","2009","USD","US Dollar","0","Units",,,3.9,,
"CZE","Czech Republic","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2010","2010","USD","US Dollar","0","Units",,,3.85,,
"CZE","Czech Republic","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2011","2011","USD","US Dollar","0","Units",,,3.78,,
"CZE","Czech Republic","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2012","2012","USD","US Dollar","0","Units",,,3.66,,
"CZE","Czech Republic","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2013","2013","USD","US Dollar","0","Units",,,3.68,,
"CZE","Czech Republic","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2014","2014","USD","US Dollar","0","Units",,,3.78,,
"CZE","Czech Republic","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2015","2015","USD","US Dollar","0","Units",,,4.09,,
"CZE","Czech Republic","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2016","2016","USD","US Dollar","0","Units",,,4.34,,
"CZE","Czech Republic","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2017","2017","USD","US Dollar","0","Units",,,4.76,,
"CZE","Czech Republic","PPP","In 2018 constant prices at 2018 USD PPPs","H","Hourly","2018","2018","USD","US Dollar","0","Units",,,5.17,,
"LUX","Luxembourg","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2001","2001","USD","US Dollar","0","Units",,,24999.69,,
"LUX","Luxembourg","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2002","2002","USD","US Dollar","0","Units",,,24949.99,,
"LUX","Luxembourg","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2003","2003","USD","US Dollar","0","Units",,,25883.53,,
"LUX","Luxembourg","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2004","2004","USD","US Dollar","0","Units",,,25845.87,,
"LUX","Luxembourg","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2005","2005","USD","US Dollar","0","Units",,,26365.54,,
"LUX","Luxembourg","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2006","2006","USD","US Dollar","0","Units",,,26213.57,,
"LUX","Luxembourg","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2007","2007","USD","US Dollar","0","Units",,,26704.89,,
"LUX","Luxembourg","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2008","2008","USD","US Dollar","0","Units",,,26364.26,,
"LUX","Luxembourg","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2009","2009","USD","US Dollar","0","Units",,,27462.74,,
"LUX","Luxembourg","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2010","2010","USD","US Dollar","0","Units",,,27298.62,,
"LUX","Luxembourg","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2011","2011","USD","US Dollar","0","Units",,,27231.44,,
"LUX","Luxembourg","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2012","2012","USD","US Dollar","0","Units",,,27022.37,,
"LUX","Luxembourg","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2013","2013","USD","US Dollar","0","Units",,,26994.32,,
"LUX","Luxembourg","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2014","2014","USD","US Dollar","0","Units",,,28154.52,,
"LUX","Luxembourg","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2015","2015","USD","US Dollar","0","Units",,,28214.55,,
"LUX","Luxembourg","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2016","2016","USD","US Dollar","0","Units",,,28132.73,,
"LUX","Luxembourg","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2017","2017","USD","US Dollar","0","Units",,,28741.73,,
"LUX","Luxembourg","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2018","2018","USD","US Dollar","0","Units",,,28603.91,,
"SVN","Slovenia","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2001","2001","USD","US Dollar","0","Units",,,7850.82,,
"SVN","Slovenia","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2002","2002","USD","US Dollar","0","Units",,,8144.38,,
"SVN","Slovenia","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2003","2003","USD","US Dollar","0","Units",,,8412,,
"SVN","Slovenia","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2004","2004","USD","US Dollar","0","Units",,,8687.94,,
"SVN","Slovenia","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2005","2005","USD","US Dollar","0","Units",,,8899.21,,
"SVN","Slovenia","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2006","2006","USD","US Dollar","0","Units",,,8975.91,,
"SVN","Slovenia","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2007","2007","USD","US Dollar","0","Units",,,8876.17,,
"SVN","Slovenia","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2008","2008","USD","US Dollar","0","Units",,,9077.19,,
"SVN","Slovenia","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2009","2009","USD","US Dollar","0","Units",,,9337.54,,
"SVN","Slovenia","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2010","2010","USD","US Dollar","0","Units",,,11010.13,,
"SVN","Slovenia","EXR","In 2018 constant prices at 2018 USD exchange rates","A","Annual","2011","2011","USD","US Dollar","0","Units",,,11338.33,,
